FE_EJERCICIO;MU_CODINE;MU_NOMBRE;FE_FIESTAS
2018;03120;San Miguel de Salinas;28 de septiembre, viernes y 26 de diciembre, miércoles.
2019;03120;San Miguel de Salinas;30 de septiembre, lunes y 26 de diciembre, jueves.
2020;03120;San Miguel de Salinas; 28 y 29 de septiembre, lunes y martes, respectivamente.
2021;03120;San Miguel de Salinas; 28 y 29 de septiembre, martes y miércoles, respectivamente.
2022;03120;San Miguel de Salinas;29 de septiembre, jueves, 26 de diciembre, lunes.
2023;03120;San Miguel de Salinas; 29 de septiembre, viernes, 26 de diciembre, martes.
2024;03120;San Miguel de Salinas; 30 de septiembre, lunes, 26 de diciembre, jueves.
2025;03120;San Miguel de Salinas;29 de septiembre, lunes, 26 de diciembre, viernes.
2025;03121;Santa Pola;16 de julio, miércoles, Virgen del Carmen, 8 de septiembre, lunes.
2024;03121;Santa Pola; 15 de abril, lunes, San Vicente, 16 de julio, martes, Virgen del Carmen.
2023;03121;Santa Pola; 17 de abril, lunes, San Vicente Ferrer, 8 de septiembre, viernes, Virgen de Loreto.
2022;03121;Santa Pola;16 de julio, sábado, Virgen del Carmen, 8 de septiembre, jueves, Virgen de Loreto.
2021;03121;Santa Pola; 16 de julio, viernes, Virgen del Carmen y 8 de septiembre, miércoles, Virgen de Loreto.
2020;03121;Santa Pola; 16 de julio, jueves, Virgen del Carmen y 8 de septiembre, martes, Virgen de Loreto.
2019;03121;Santa Pola;29 de abril, lunes, San Vicente y 16 de julio, martes, Virgen del Carmen.
2018;03121;Santa Pola;16 de julio, lunes, Virgen del Carmen y 8 de septiembre, sábado, Virgen de Loreto.
2026;03121;Santa Pola;16 de julio, Virgen del Carmen, 8 de septiembre, Virgen de Loreto.
2026;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;13 de abril y 14 de abril, Fiestas Patronales y de Moros y Cristianos.
2018;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;9 y 10 de abril, lunes y martes, respectivamente.
2019;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;29 y 30 de abril, lunes y martes, respectivamente.
2020;03122;Sant Vicent del Raspeig/San Vicente del Raspeig; 20 y 21 de abril, lunes y martes, respectivamente.
2021;03122;Sant Vicent del Raspeig/San Vicente del Raspeig; 12 y 13 de abril, lunes y martes, respectivamente.
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;25 y 26 de abril, lunes y martes, respectivamente.
2023;03122;Sant Vicent del Raspeig/San Vicente del Raspeig; 17 y 18 de abril, lunes y martes, respectivamente.
2024;03122;Sant Vicent del Raspeig/San Vicente del Raspeig; 8 y 9 de abril, lunes y martes, respectivamente.
2025;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;28 de abril, lunes, Fiestas Patronales y de Moros y Cristianos, 29 de abril, martes, Fiestas Patronales y de Moros y Cristianos.
2025;03123;Sax;3 de febrero, lunes (San Blas), 26 de diciembre, viernes (Cabildo).
2024;03123;Sax; 18 de marzo, lunes, 26 de diciembre, jueves.
2023;03123;Sax; 3 de febrero, viernes, 26 de diciembre, martes
2022;03123;Sax;3 de febrero, jueves, San Blas, 26 de diciembre, lunes.
2021;03123;Sax; 3 de febrero, miércoles, y 27 de diciembre, lunes.
2020;03123;Sax; 3 de febrero y 26 de diciembre
2019;03123;Sax;18 de marzo, lunes y 26 de diciembre, jueves.
2018;03123;Sax;3 de febrero, sábado y 26 de diciembre, miércoles.
2026;03123;Sax;3 de febrero, San Blas, 26 de diciembre, Cabildo.
2026;03124;Sella;5 de octubre y 6 de octubre.
2018;03124;Sella;8 de octubre, lunes y 10 de octubre, miércoles.
2019;03124;Sella;7 y 8 de octubre, lunes y martes, respectivamente.
2020;03124;Sella; 5 y 6 de octubre, lunes y martes, respectivamente.
2021;03124;Sella; 4 y 5 de octubre, lunes y martes, respectivamente.
2022;03124;Sella;3 y 4 de octubre, lunes y martes, respectivamente.
2023;03124;Sella; 2 y 3 de octubre, lunes y martes, respectivamente.
2024;03124;Sella; 7 y 8 de octubre, lunes y martes, respectivamente.
2025;03124;Sella;6 de octubre, lunes, 7 de octubre, martes.
2025;03125;Senija;5 de mayo, lunes, fiestas patronales en honor a la Virgen de los Desamparados de Senija, 6 de mayo, martes, fiestas patronales en honor a la Virgen de los Desamparados de Senija.
2024;03125;Senija; 6 de mayo, lunes, 7 de mayo martes.
2023;03125;Senija; 8 de mayo, lunes, 9 de mayo martes.
2022;03125;Senija;2 de mayo, lunes, 3 de mayo martes.
2021;03125;Senija; 4 y 5 de octubre
2020;03125;Senija; 4 y 5 de mayo, lunes y martes, respectivamente.
2019;03125;Senija;6 y 7 de mayo, lunes y martes, respectivamente.
2018;03125;Senija;7 y 8 de mayo, lunes y martes, respectivamente.
2026;03125;Senija;4 de mayo y 5 de mayo, respectivamente, Fiestas patronales en honor a la Virgen de los Desamparados de Senija.
2026;03127;Tárbena;3 de agosto, 4 de diciembre.
2018;03127;Tárbena;6 de agosto, lunes y 4 de diciembre, martes.
2019;03127;Tárbena;5 de agosto, lunes y 4 de diciembre, miércoles.
2020;03127;Tárbena; 3 de agosto, lunes y 4 de diciembre, viernes.
2021;03127;Tárbena; 9 de agosto, lunes y 3 de diciembre, viernes.
2022;03127;Tárbena;8 de agosto, lunes, 2 de diciembre, viernes.
2023;03127;Tárbena; 7 de agosto, lunes, 4 de diciembre, lunes.
2024;03127;Tárbena; 5 de agosto, lunes, 4 de diciembre, miércoles
2025;03127;Tárbena;4 de agosto, lunes, 4 de diciembre, jueves.
2025;03128;Teulada;28 de abril, lunes, San Vicente Ferrer, 15 de julio, martes, Virgen de los Desamparados.
2024;03128;Teulada; 8 de abril, lunes, San Vicente Ferrer, 15 de julio, lunes, Virgen de los Desamparados.
2023;03128;Teulada; 17 de abril, lunes, San Vicente Ferrer, 15 de julio, sábado, Virgen de los Desamparados.
2022;03128;Teulada;25 de abril, lunes, San Vicente Ferrer, 15 de julio, viernes, Virgen de los Desamparados.
2021;03128;Teulada; 12 de abril, lunes, San Vicente Ferrer y 15 de julio, jueves, Virgen de los Desamparados.
2020;03128;Teulada; 20 de abril, lunes, San Vicente Ferrer y 15 de julio, miércoles, Virgen de los Desamparados.
2019;03128;Teulada;29 de abril, lunes, San Vicente Ferrer y 15 de julio, lunes, Virgen de los Desamparados.
2018;03128;Teulada;9 de abril, lunes, Festividad de San Vicente Ferrer y 16 de julio, lunes, Festividad de la Virgen del Carmen.
2026;03128;Teulada;13 de abril, San Vicente Ferrer, 15 de julio, Virgen de los Desamparados.
2026;03129;Tibi;13 de abril, San Vicente, 22 de julio, Día de la Santa.
2018;03129;Tibi;9 de abril, lunes, San Vicente y 26 de diciembre, miércoles, segundo día de Navidad.
2019;03129;Tibi;29 de abril, lunes, San Vicente y 26 de diciembre, jueves.
2020;03129;Tibi; 20 de abril, lunes, Sant Vicent y 2 de noviembre, lunes.
2021;03129;Tibi; 12 de abril, lunes, San Vicente Ferrer y 26 de julio, lunes.
2022;03129;Tibi;25 de abril, lunes, San Vicente Ferrer, 26 de julio, martes.
2023;03129;Tibi; 17 de abril, lunes, Sant Vicent, 26 de diciembre, martes.
2024;03129;Tibi; 8 de abril, lunes de San Vicente, 26 de diciembre, jueves.
2025;03129;Tibi;28 de abril, lunes, San Vicente, 26 de diciembre, viernes.
2025;03130;Tollos;25 de julio, viernes, 26 de julio, sábado.
2024;03130;Tollos; 26 y 27 de julio, viernes y sábado, fiestas patronales.
2023;03130;Tollos; 28 y 29 de julio, viernes y sábado, fiestas patronales.
2022;03130;Tollos;29 y 30 de julio, viernes y sábado, fiestas patronales.
2021;03130;Tollos; 23 y 24 de julio, viernes y sábado.
2020;03130;Tollos; 23 y 24 de julio, jueves y viernes.
2019;03130;Tollos;25 y 26 de julio, jueves y viernes.
2018;03130;Tollos;27 y 28 de julio viernes y sábado.
2026;03130;Tollos;24 de julio y 25 de julio, fiestas patronales.
2026;03131;Tormos;13 de abril, 28 de agosto.
2018;03131;Tormos;31, agosto, viernes, y 26 de diciembre, miércoles.
2019;03131;Tormos;18 de marzo, lunes y 30 de abril, martes.
2020;03131;Tormos; 20 de marzo, viernes y 20 de abril, lunes.
2021;03131;Tormos; 12 de abril, lunes i 11 de octubre lunes.
2022;03131;Tormos;25 de abril, lunes, 31 de octubre lunes.
2023;03131;Tormos; 17 de abril, lunes, 1 de septiembre, viernes.
2024;03131;Tormos; 8 de abril, lunes, 30 de agosto, viernes.
2025;03131;Tormos;28 de abril, lunes, 29 de agosto, viernes.
2025;03132;Torre de les Maçanes (La)/Torremanzanas;9 de mayo, viernes, San Gregorio, 25 de julio, viernes, Santa Ana.
2024;03132;Torre de les Maçanes (La)/Torremanzanas; 9 de mayo, jueves, San Gregorio, 26 de julio, viernes, Santa Ana.
2023;03132;Torre de les Maçanes (La)/Torremanzanas; 9 de mayo, martes, San Gregorio, 26 de julio, miércoles, Santa Ana.
2022;03132;Torre de les Maçanes (La)/Torremanzanas;9 de mayo, lunes, San Gregorio, 26 de julio, martes, Santa Ana.
2021;03132;Torre de les Maçanes (La)/Torremanzanas; 10 de mayo, lunes, San Gregorio y 26 de julio, lunes, Santa Ana.
2020;03132;Torre de les Maçanes (La)/Torremanzanas; 8 de mayo, viernes, San Gregorio y 24 de julio, viernes, Santa Ana.
2019;03132;Torre de les Maçanes (La)/Torremanzanas;9 de mayo, jueves, San Gregorio y 26 de julio, viernes, Santa Ana.
2018;03132;Torre de les Maçanes (La)/Torremanzanas;9 de mayo, miércoles, y 26 de julio, jueves.
2026;03132;Torre de les Maçanes (La)/Torremanzanas;8 de mayo, San Gregorio, 27 de julio, Santa Ana.
2026;03133;Torrevieja;13 de abril, San Vicente Ferrer, 16 de julio, Virgen del Carmen.
2018;03133;Torrevieja;9 de abril, lunes, San Vicente Ferrer y 26 de diciembre, miércoles, Segundo Día de Navidad.
2019;03133;Torrevieja;29 de abril, lunes, San Vicente Ferrer y 26 de diciembre, jueves, Segundo día de Navidad.
2020;03133;Torrevieja; 20 de abril, lunes, San Vicente Ferrer y 16 de julio, jueves, Virgen del Carmen.
2021;03133;Torrevieja; 12 de abril, lunes, San Vicente Ferrer y 16 de julio, viernes, Virgen del Carmen.
2022;03133;Torrevieja;25 de abril, lunes, San Vicente Ferrer, 26 de diciembre, lunes, Segundo día de Navidad.
2023;03133;Torrevieja; 17 de abril, lunes, San Vicente Ferrer, 26 de diciembre, martes, Segundo día de Navidad.
2024;03133;Torrevieja; 8 de abril, lunes, San Vicente Ferrer, 16 de julio, martes, Virgen del Carmen.
2025;03133;Torrevieja;28 de abril, lunes, San Vicente Ferrer, 16 de julio, miércoles, Virgen del Carmen.
2025;03134;Vall d'Alcalà (la);17 de enero, viernes, fiesta de San Antonio, 4 de agosto, lunes, fiesta patronal de Alcalá de la Jovada.
2024;03134;Vall d'Alcalà (la); 17 de enero, miércoles, fiesta de San Antonio, 5 de agosto, lunes, fiestas Patronales de Alcalá de la Jovada.
2024;03134;Vall d'Alcalà (la); 30 y 31 de agosto, viernes y sábado respectivamente.
2023;03134;Vall d'Alcalà (la); 17 de enero, martes, San Antonio Abad, 7 de agosto, lunes fiesta patronal. BENIAIA: 25 de agosto, viernes, 26 de agosto sábado Fiestas Patronales.
2022;03134;Vall d'Alcalà (la);17 de enero, lunes, San Antonio , 8 de agosto, lunes fiesta patronal. BENIAIA: 26 de agosto, viernes, 27 de agosto sábado fiestas patronales.
2021;03134;Vall d'Alcalà (la); 15 de enero, viernes, San Antonio y 9 de agosto, lunes, fiesta patronal. BENIAIA:  27 de agosto, viernes y 30 de agosto lunes Fiestas Patronales.
2020;03134;Vall d'Alcalà (la); 17 de enero, viernes, San Antonio y 10 de agosto, lunes, Fiestas Patronales.
2019;03134;Vall d'Alcalà (la);18 de enero, viernes, San Antonio y 11 de octubre, viernes, Virgen del Pilar.
2018;03134;Vall d'Alcalà (la);19 de enero, viernes, San Antonio Abad y 8 de octubre, lunes, Virgen del Pilar.
2026;03134;Vall d'Alcalà (la);19 de enero, fiesta de San Antonio, 28 de agosto, fiesta patronal de Alcalá de la Jovada.
2026;03135;Vall d'Ebo (La);13 de abril, San Vicente Ferrer, 10 de agosto, Fiestas Patronales.
2018;03135;Vall d'Ebo (La);9 de abril, lunes y 6 de agosto, lunes.
2019;03135;Vall d'Ebo (La);29 de abril, lunes y 5 de agosto, lunes.
2020;03135;Vall d'Ebo (La); 20 de abril, lunes y 10 de agosto, lunes.
2021;03135;Vall d'Ebo (La); 12 de abril, lunes y 9 de agosto, lunes.
2022;03135;Vall d'Ebo (La);25 de abril, lunes, 8 de agosto, lunes.
2023;03135;Vall d'Ebo (La); 17 de abril, lunes, 7 de agosto, lunes.
2024;03135;Vall d'Ebo (La); 8 de abril, lunes, 5 de agosto, lunes.
2025;03135;Vall d'Ebo (La);28 de abril, lunes, San Vicente Ferrer, 4 de agosto, lunes, Fiestas Patronales.
2025;03136;Vall de Gallinera;28 de abril, lunes, Festividad de San Vicente Ferrer, 26 de diciembre, viernes, Segundo Día Navidad.
2024;03136;Vall de Gallinera; 8 de abril, lunes, San Vicente Ferrer, 26 de diciembre, jueves, segundo día de Navidad.
2023;03136;Vall de Gallinera; 17 de abril, lunes, San Vicente Ferrer, 26 de diciembre, martes, segundo día de Navidad.
2022;03136;Vall de Gallinera;25 de abril, lunes, San Vicente Ferrer, 26 de diciembre, lunes, segundo día de Navidad.
2021;03136;Vall de Gallinera; 12 de abril, lunes y 9 de agosto, lunes.
2020;03136;Vall de Gallinera; 20 de abril, lunes, San Vicente, y 10 de agosto, lunes, Fiestas Patronales.
2019;03136;Vall de Gallinera;29 de abril, lunes, San Vicente, y 12 de agosto, lunes, Fiestas Patronales.
2018;03136;Vall de Gallinera;9 de abril, lunes, San Vicente, y 13 de agosto, lunes, Fiestas Patronales.
2026;03136;Vall de Gallinera;13 de abril, San Vicente Ferrer, 23 de diciembre, Festivo de Navidad.
2026;03137;Vall de Laguart (La);2 de abril, Jueves Santo, 13 de abril, San Vicente Ferrer.
2018;03137;Vall de Laguart (La);9 de abril, lunes, San Vicente Ferrer y 26 de diciembre, miércoles, segundo día de Navidad.
2019;03137;Vall de Laguart (La);29 de abril, lunes, San Vicente Ferrer y 26 de diciembre, jueves, segundo día de Navidad.
2020;03137;Vall de Laguart (La); 9 de abril, Jueves Santo y 20 de abril, lunes, San Vicente Ferrer.
2021;03137;Vall de Laguart (La); 1 de abril, Jueves Santo y 12 de abril, lunes, San Vicente Ferrer.
2022;03137;Vall de Laguart (La);25 de abril, lunes, San Vicente Ferrer, 26 de diciembre, lunes, Segundo día de Navidad.
2023;03137;Vall de Laguart (La); 17 de abril, lunes, San Vicente Ferrer, 26 de diciembre, martes, Segundo día de Navidad.
2024;03137;Vall de Laguart (La); 8 de abril, lunes, San Vicente Ferrer, 26 de diciembre, jueves, segundo día de Navidad.
2025;03137;Vall de Laguart (La);28 de abril, lunes, San Vicente Ferrer, 26 de diciembre, viernes, Segundo día de Navidad.
2025;03138;Verger (el);28 de abril, lunes, San Vicente, 26 de diciembre, viernes, segundo día de Navidad.
2024;03138;Verger (el); 8 de abril, lunes, San Vicente, 16 de agosto, viernes, San Roque.
2023;03138;Verger (el); 17 de abril, lunes, 16 de agosto, miércoles.
2022;03138;Verger (el);25 de abril, lunes, 16 de agosto, martes.
2021;03138;Verger (el); 12 de abril, lunes y 16 de agosto, lunes.
2020;03138;Verger (el); 20 de marzo, viernes y 20 de abril, lunes.
2019;03138;Verger (el);29 de abril, lunes y 16 de agosto, viernes.
2018;03138;Verger (el);9 de abril, lunes y 16 de agosto, jueves.
2026;03138;Verger (el);13 de abril, San Vicente, 14 de agosto, San Isidro.
2026;03139;Vila Joiosa (La)/Villajoyosa;29 de julio, Festividad de Santa Marta, 29 de septiembre, Festividad de San Miguel.
2018;03139;Vila Joiosa (La)/Villajoyosa;25 de julio, miércoles, festividad de San Jaime, y 29 de septiembre, sábado, Festividad de San Miguel.
2019;03139;Vila Joiosa (La)/Villajoyosa;25 de julio, jueves, Festividad de San Jaime, y 29 de julio, lunes, Santa Marta.
2020;03139;Vila Joiosa (La)/Villajoyosa; 29 de julio, miércoles, Festividad de Santa Marta, y 29 de septiembre, martes, Festividad de San Miguel.
2021;03139;Vila Joiosa (La)/Villajoyosa; 29 de julio, jueves, Festividad de Santa Marta, y 29 de septiembre, miércoles, Festividad de San Miguel.
2022;03139;Vila Joiosa (La)/Villajoyosa;29 de julio, viernes, Festividad de Santa Marta, 29 de septiembre, jueves, Festividad de San Miguel.
2023;03139;Vila Joiosa (La)/Villajoyosa; 29 de julio, sábado, festividad de Santa Marta, 29 de septiembre, viernes, festividad de San Miguel.
2024;03139;Vila Joiosa (La)/Villajoyosa; 29 de julio, lunes, festividad de Santa Marta, 25 de julio, jueves, festividad de Sant Jaume.
2025;03139;Vila Joiosa (La)/Villajoyosa;29 de julio, martes, Festividad de Santa Marta, 29 de septiembre, lunes, Festividad de San Miguel.
2025;03140;Villena;28 de abril, lunes, San Vicente, 10 de septiembre, miércoles, día posterior a la celebración de las Fiestas Patronales.
2024;03140;Villena; 8 de abril, lunes de San Vicente, 10 de septiembre, martes, día posterior a la celebración de las fiestas patronales.
2023;03140;Villena; 17 de abril, lunes, San Vicente Ferrer y 8 de septiembre, viernes, día de la patrona de Ntra. Sra. de M.ª de las Virtudes.
2022;03140;Villena;25 de abril, lunes, San Vicente Ferrer, 8 de septiembre, jueves, día de la patrona de Ntra. Sra. de las Virtudes.
2021;03140;Villena; 12 de abril, lunes, San Vicente y 8 de septiembre, miércoles, día de la patrona de Ntra. Sra. de M.ª de las Virtudes.
2020;03140;Villena; 9 de abril, Jueves Santo y 20 de abril, lunes, San Vicente.
2019;03140;Villena;18 de abril, Jueves Santo y 29 de abril, lunes, San Vicente.
2018;03140;Villena;29 de marzo, Jueves Santo y 9 de abril, lunes, San Vicente.
2026;03140;Villena;13 de abril, San Vicente, 10 de septiembre, día posterior a la celebración de las Fiestas Patronales.
2026;03901;Poblets (els);13 de abril, Festividad de San Vicente Ferrer, 6 de agosto, Día del Salvador.
2018;03901;Poblets (els);9 de abril, lunes, festividad de San Vicente Ferrer y 6 de agosto, lunes, Festividad del Salvador.
2019;03901;Poblets (els);29 de abril, lunes, festividad de San Vicente Ferrer y 6 de agosto, martes, Festividad del Salvador.
2020;03901;Poblets (els); 20 de abril, lunes, festividad de San Vicente Ferrer y 6 de agosto, jueves, Festividad del Diví Salvador.
2021;03901;Poblets (els); 12 de abril, lunes, festividad de San Vicente Ferrer y 6 de agosto, viernes, Festividad del Divino Salvador.
2022;03901;Poblets (els);25 de abril, lunes, festividad de San Vicente Ferrer, 6 de agosto, sábado, Festividad del Divino Salvador.
2023;03901;Poblets (els); 17 de abril, lunes, festividad de San Vicente Ferrer, 26 de diciembre, martes, segundo Día de Navidad.
2024;03901;Poblets (els); 8 de abril, lunes, festividad de San Vicente Ferrer, 6 de agosto, martes, día del Salvador.
2025;03901;Poblets (els);28 de abril, lunes, festividad de San Vicente Ferrer, 6 de agosto, miércoles, Día del Salvador.
2025;03902;Pilar de la Horadada;30 de julio, miércoles, aniversario de la Segregación, 10 de octubre, viernes, fiestas patronales de la Virgen del Pilar.
2024;03902;Pilar de la Horadada; 30 de julio, martes, aniversario de la Segregación, 11 de octubre, viernes, día anterior a la festividad de la Virgen del Pilar.
2023;03902;Pilar de la Horadada; 11 de octubre, miércoles, día anterior a la festividad de la Virgen del Pilar, 13 de octubre, viernes, día posterior a la festividad de la Virgen del Pilar.
2022;03902;Pilar de la Horadada;10 de octubre, lunes, día posterior a la festividad de la Comunitat Valenciana, 11 de octubre, martes, día anterior a la festividad de la Virgen del Pilar.
2021;03902;Pilar de la Horadada; 30 de julio, viernes, aniversario de la Segregación y 11 de octubre, lunes, día anterior a la festividad de la Virgen del Pilar.
2020;03902;Pilar de la Horadada; 30 de julio, jueves, aniversario de la Segregación y 13 de octubre, martes, día posterior a la festividad de la Virgen del Pilar.
2019;03902;Pilar de la Horadada;30 de julio, martes y 11 de octubre, viernes.
2018;03902;Pilar de la Horadada;30 de julio, lunes, y 11 de octubre, jueves.
2026;03902;Pilar de la Horadada;30 de julio, aniversario de la Segregación, 13 de octubre, día posterior a la Festividad de la Virgen del Pilar.
2026;03903;Montesinos (Los);30 de julio, fiestas Segregación del Ayuntamiento, 13 de octubre.
2018;03903;Montesinos (Los);30 de julio, lunes, Fiesta Aniversario de la Segregación y 11 de octubre, jueves, Fiestas Patronales Virgen del Pilar.
2019;03903;Montesinos (Los);30 de julio, martes y 11 de octubre, viernes.
2020;03903;Montesinos (Los); 9 de abril, Jueves Santo y 30 de julio, jueves.
2021;03903;Montesinos (Los); 30 de julio, viernes, 11 de octubre, lunes.
2022;03903;Montesinos (Los);29 de julio, viernes, Fiestas de Segregación, 11 de octubre, martes.
2023;03903;Montesinos (Los); 31 de julio, lunes, Fiestas de Segregación, 11 de octubre, miércoles.
2024;03903;Montesinos (Los); 30 de julio, martes, fiestas de Segregación, 11 de octubre, viernes.
2025;03903;Montesinos (Los);30 de julio, miércoles, fiestas Segregación del Ayuntamiento, 10 de octubre, viernes.
2025;03904;San Isidro;15 de mayo, jueves, 26 de diciembre, viernes.
2024;03904;San Isidro; 18 de marzo, lunes, 15 de mayo, miércoles.
2023;03904;San Isidro; 15 de mayo, lunes, 7 de diciembre, jueves.
2022;03904;San Isidro;16 de mayo, lunes, 9 de diciembre, viernes.
2021;03904;San Isidro; 14 de mayo, viernes y 7 de diciembre, martes
2020;03904;San Isidro; 20 de marzo, viernes y 15 de mayo, viernes.
2019;03904;San Isidro;18 de marzo, lunes y 15 de mayo, miércoles.
2018;03904;San Isidro;14 de mayo, lunes y 15 de mayo, martes.
2026;03904;San Isidro;15 de mayo, Festividad de San Isidro Labrador, 7 de diciembre, Festividad de San Ambrosio.
